59684.293,0.40212113
1085.2217,0.005695038
43.167061,0.004948147
2994.2764,0.027568309
29927.271,0.020044003
723.99866,0.00738239
2533.3435,0.003757524
180.76311,0.018999828
558.19714,0.005060212
4486.1543,0.004974003
4027.2146,0.005184056
513.09454,0.005175895
3576.7947,0.044209339
266.66974,0.002883875
8256.2305,0.00805261
143.0591,0.010009192
153.02988,0.010277359
122.9275,0.011950403
34.468723,0.008355227
1341.6071,0.006140016
1731.343,0.009626168
470.19986,0.004268142
1506.3221,0.036336593
1470.4666,0.060827911
1108.896,0.006152183
1519.5721,0.010238071
54561.59,0.28632888
93.008575,0.010661371
1195.473,0.011006723
31225.93,0.020913787
1707.0624,0.017406385
6286.9146,0.009324921
98.226013,0.010324437
1102.2865,0.009992533
30186.447,0.033469081
14910.613,0.019193776
1126.0083,0.011358726
845.60559,0.010451723
1432.1226,0.015487554
10602.105,0.01034063
162.76324,0.011387802
3546.4978,0.23817982
88.883072,0.008640773
50.697144,0.012289001
16007.735,0.073261201
2031.7117,0.011296201
1260.5983,0.01144282
345.73474,0.008340064
206.07257,0.008524481
2915.8235,0.016177062
3.1712635,2.13663E-05
6.0831752,3.19233E-05
3277.5044,0.37569323
2.4744048,2.27819E-05
22.948673,1.537E-05
1.4806573,1.50978E-05
4.7352128,7.02E-06
0.73102266,7.68371E-05
0.25992545,2.36E-06
3.9623525,4.39E-06
48.798962,6.28168E-05
122.15012,0.001232202
1.4245763,1.76078E-05
1.5900669,1.71956E-05
7.9156141,7.72E-06
0.8760106,6.12905E-05
0.027098753,1.82E-06
3.1387327,0.000305132
1.2295032,0.000298032
3.0136464,1.37923E-05
0.80113965,4.45E-06
0.68031943,6.18E-06
1.1687993,2.81946E-05
0.22532624,9.32E-06
1.8014179,9.99E-06
3043.2566,0.020503849
1213.9413,0.006370533
10.8277,0.001241156
53889.719,0.49616277
20241.221,0.013556701
565.17932,0.005762958
1670.6146,0.002477901
71.139458,0.007477397
375.8454,0.003407143
4324.311,0.004794559
2859.1853,0.003680504
205.3457,0.002071446
1725.7188,0.02132996
294.647,0.003186432
2824.7673,0.002755101
174.67116,0.012220944
85.088585,0.005714478
110.62128,0.010754053
4.5815954,0.00111058
889.57153,0.004071225
3387.8425,0.01883621
262.63245,0.002383992
4849.6274,0.11698622
365.87088,0.015134762
1132.1937,0.006281439
43079.777,0.29024869
25897.965,0.13590761
509.76666,0.058433447
19878.338,0.18301991
934951.94,0.62619066
13288.703,0.13550077
38024.91,0.056399573
798.81384,0.083962522
7837.8154,0.071051978
85543.227,0.094845653
60079.238,0.077337362
6229.0498,0.062836185
14023.068,0.17332575
4951.9199,0.053552072
55873.188,0.054495208
1295.2648,0.090623766
3492.4753,0.23455171
860.07642,0.083612375
237.31908,0.057526205
31762.381,0.14536411
22643.348,0.12589571
7542.5098,0.068465576
6198.4409,0.14952329
2813.1001,0.11636783
18678.953,0.1036313
429.20386,0.002891748
668.7619,0.003509536
36.965534,0.004237279
386.44473,0.003557998
8160.5366,0.005465577
38957.293,0.39723542
1450.2654,0.002151073
126.86324,0.013334467
1306.205,0.011841111
2570.4746,0.002850002
5180.4189,0.006668525
424.62793,0.004283479
308.76266,0.00381632
539.3067,0.005832281
1963.5852,0.001915158
203.80342,0.014259195
22.446609,0.001507496
163.44537,0.01588935
22.966238,0.005567022
